room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
3290214,16619210,Entire home/apt,,24,3,4.5,2,1.0,68.0,3.0,56.163161,10.201069,2016-10-29 00:04:50.365890
5923217,30758261,Entire home/apt,,24,7,4.5,5,2.0,143.0,1.0,56.162581,10.210106,2016-10-29 01:25:36.499740
8648776,45459030,Entire home/apt,,24,0,,4,1.0,150.0,3.0,56.161984,10.203749,2016-10-29 01:31:53.107897
14194860,86080598,Entire home/apt,,24,4,5.0,2,1.0,59.0,2.0,56.162995,10.201228,2016-10-28 23:52:45.009540
2873596,6791140,Entire home/apt,,24,55,4.5,2,2.0,75.0,2.0,56.162799,10.208614,2016-10-29 00:08:59.702214
13845469,81231805,Entire home/apt,,24,2,,4,2.0,84.0,1.0,56.161869,10.203357,2016-10-29 00:15:44.316391
3206035,15270782,Entire home/apt,,24,25,5.0,6,2.0,129.0,2.0,56.162039,10.204436,2016-10-29 00:31:09.698919
3639766,18178016,Entire home/apt,,24,5,5.0,3,2.0,68.0,4.0,56.161704,10.207628,2016-10-29 00:53:11.815380
1192907,6519997,Entire home/apt,,24,33,5.0,4,1.0,100.0,1.0,56.161853,10.206898,2016-10-29 00:18:10.008733
2965961,15132747,Entire home/apt,,24,1,,4,1.0,68.0,1.0,56.163086,10.204926,2016-10-29 01:26:50.837202
7197592,4145284,Entire home/apt,,24,1,,5,2.0,91.0,5.0,56.161619,10.20338,2016-10-29 01:26:10.550915
8041355,6879364,Entire home/apt,,24,0,,5,3.0,76.0,1.0,56.162583,10.204664,2016-10-29 00:32:52.693063
1261372,5788323,Entire home/apt,,24,13,5.0,2,1.0,121.0,1.0,56.164898,10.204033,2016-10-29 01:22:25.657140
8500200,9834812,Entire home/apt,,24,20,5.0,4,1.0,74.0,2.0,56.163488,10.203697,2016-10-29 01:13:15.457925
7795043,41021638,Entire home/apt,,24,4,4.5,5,2.0,71.0,2.0,56.164553,10.201118,2016-10-29 01:10:23.673558
1162374,6366506,Entire home/apt,,24,16,5.0,6,2.0,121.0,3.0,56.164594,10.202657,2016-10-29 00:06:24.430082
3412012,17203059,Entire home/apt,,24,4,4.0,4,0.0,68.0,3.0,56.163858,10.208886,2016-10-29 01:27:17.683329
13835464,81610828,Entire home/apt,,24,1,,4,1.0,60.0,1.0,56.164938,10.212022,2016-10-29 01:21:03.290170
7561537,22372811,Entire home/apt,,24,6,5.0,4,2.0,91.0,3.0,56.173057,10.214207,2016-10-29 00:27:27.900716
1527153,7769490,Entire home/apt,,24,15,5.0,3,2.0,93.0,1.0,56.16337,10.203901,2016-10-28 23:51:18.117856
13169660,73585297,Entire home/apt,,24,1,,3,1.0,68.0,1.0,56.163538,10.203181,2016-10-29 00:32:50.147279
13306637,71926933,Entire home/apt,,24,0,,4,2.0,64.0,3.0,56.1614,10.198234,2016-10-29 00:32:47.095936
1824644,9550051,Entire home/apt,,24,0,,2,0.0,60.0,2.0,56.157187,10.200835,2016-10-28 23:15:10.557972
3257153,16471997,Entire home/apt,,24,0,,4,1.0,91.0,2.0,56.160456,10.203523,2016-10-29 01:00:21.385332
7913786,19581689,Entire home/apt,,24,3,4.5,4,1.0,61.0,1.0,56.163196,10.206518,2016-10-29 01:30:57.426484
12804543,28294571,Entire home/apt,,24,1,,8,4.0,287.0,3.0,56.163041,10.202042,2016-10-29 01:26:48.394888
4491084,23297409,Entire home/apt,,24,0,,4,3.0,73.0,7.0,56.158816,10.19794,2016-10-29 01:24:42.033034
3138219,15934209,Entire home/apt,,24,0,,2,1.0,72.0,1.0,56.159599,10.200861,2016-10-28 23:41:46.991490
7089895,37160784,Entire home/apt,,24,0,,5,2.0,104.0,1.0,56.162284,10.200697,2016-10-29 00:42:59.066383
15448303,7997621,Entire home/apt,,24,1,,5,3.0,150.0,3.0,56.158969,10.201112,2016-10-29 01:06:07.060038
7313568,38317133,Entire home/apt,,24,0,,2,1.0,61.0,1.0,56.15876,10.194104,2016-10-29 00:43:44.011594
8537454,2254663,Entire home/apt,,24,0,,2,1.0,101.0,3.0,56.156019,10.195822,2016-10-29 01:13:46.341314
13286769,6515221,Entire home/apt,,24,18,5.0,4,1.0,60.0,,56.164053,10.20379,2016-10-29 00:01:34.552353
12244124,29447352,Entire home/apt,,24,10,5.0,3,1.0,91.0,2.0,56.158153,10.199113,2016-10-29 01:19:50.959630
7636242,40062052,Entire home/apt,,24,0,,2,1.0,67.0,1.0,56.160063,10.196877,2016-10-29 01:31:46.867152
9825264,13498124,Entire home/apt,,24,2,,2,0.0,45.0,2.0,56.157555,10.198815,2016-10-29 00:21:26.092977
8719645,45765762,Entire home/apt,,24,0,,2,1.0,66.0,1.0,56.158675,10.195212,2016-10-29 01:34:20.736558
6571211,34368697,Entire home/apt,,24,2,,3,1.0,67.0,1.0,56.164585,10.199634,2016-10-29 00:31:15.005517
6908040,9968414,Entire home/apt,,24,0,,3,1.0,71.0,1.0,56.160328,10.196173,2016-10-28 23:54:46.274815
12860871,40153757,Entire home/apt,,24,0,,4,2.0,45.0,7.0,56.158383,10.200691,2016-10-29 00:13:26.796545
15475858,55266929,Entire home/apt,,24,0,,4,1.0,68.0,1.0,56.156739,10.199965,2016-10-29 00:46:48.261418
1214524,1990806,Entire home/apt,,24,21,5.0,2,1.0,60.0,1.0,56.165282,10.198792,2016-10-28 23:56:30.084404
13086283,15006982,Entire home/apt,,24,0,,3,1.0,67.0,2.0,56.159175,10.195918,2016-10-29 01:08:15.100304
15726462,29572495,Entire home/apt,,24,0,,2,1.0,62.0,2.0,56.158823,10.199067,2016-10-28 23:46:33.989423
3552862,2585474,Entire home/apt,,24,11,4.5,3,1.0,75.0,3.0,56.162156,10.200459,2016-10-28 23:51:08.144153
6137953,21371853,Entire home/apt,,24,4,4.5,2,1.0,53.0,1.0,56.158144,10.198266,2016-10-29 00:51:03.917218
6080606,31563110,Entire home/apt,,24,6,4.5,3,1.0,60.0,3.0,56.160185,10.19494,2016-10-29 00:44:01.920794
10847903,56185547,Entire home/apt,,24,17,4.5,2,1.0,66.0,1.0,56.159462,10.204216,2016-10-29 01:33:08.356800
15121086,3873684,Entire home/apt,,24,0,,3,2.0,75.0,2.0,56.159524,10.199149,2016-10-29 01:34:41.864235
13991528,25270400,Entire home/apt,,24,3,5.0,6,2.0,83.0,2.0,56.160384,10.200509,2016-10-28 23:48:39.366787
13778883,40601708,Entire home/apt,,24,7,4.5,4,2.0,66.0,2.0,56.159249,10.195826,2016-10-29 00:26:43.709757
7360080,38492405,Entire home/apt,,24,13,4.5,4,2.0,75.0,1.0,56.163937,10.200162,2016-10-29 00:09:10.828559
3041120,7210392,Entire home/apt,,24,9,4.5,5,3.0,117.0,3.0,56.159853,10.200385,2016-10-29 00:23:11.949812
6266927,32567739,Entire home/apt,,24,34,5.0,3,1.0,91.0,1.0,56.158269,10.196971,2016-10-29 00:41:16.069087
6977526,36590170,Entire home/apt,,24,20,4.0,6,3.0,143.0,1.0,56.161311,10.197016,2016-10-29 00:17:01.650542
13938728,82884621,Entire home/apt,,24,0,,5,3.0,121.0,,56.164559,10.203602,2016-10-29 00:25:57.542276
9536736,49398288,Entire home/apt,,1,0,,2,1.0,88.0,1.0,56.139329,10.195955,2016-10-29 01:25:06.974628
1265254,2485322,Entire home/apt,,24,66,4.5,6,2.0,124.0,2.0,56.16467,10.201026,2016-10-29 00:03:22.199846
14327166,27848684,Entire home/apt,,24,2,,4,1.0,113.0,1.0,56.161854,10.213405,2016-10-28 23:53:47.975540
10493541,54094932,Entire home/apt,,24,3,4.5,4,2.0,83.0,2.0,56.170644,10.211645,2016-10-28 23:38:55.266215
10879115,56361921,Entire home/apt,,24,0,,4,1.0,67.0,3.0,56.165473,10.210696,2016-10-28 23:16:22.979048
14046161,39517170,Entire home/apt,,24,1,,4,1.0,61.0,5.0,56.161712,10.211504,2016-10-28 23:25:54.070143
1229973,6709280,Entire home/apt,,24,0,,2,1.0,110.0,4.0,56.159422,10.211387,2016-10-29 00:44:53.936331
9310456,48329079,Entire home/apt,,24,29,4.5,3,1.0,98.0,1.0,56.1606,10.212726,2016-10-28 23:49:01.742562
13553117,74179953,Entire home/apt,,24,1,,3,1.0,88.0,1.0,56.155468,10.210931,2016-10-29 01:38:44.302418
6556973,33278623,Entire home/apt,,24,2,,6,3.0,181.0,1.0,56.171448,10.212756,2016-10-29 00:41:00.842711
3702373,18871242,Entire home/apt,,24,2,,2,2.0,61.0,3.0,56.171823,10.215062,2016-10-29 00:05:06.918527
13861180,81908086,Entire home/apt,,24,2,,3,1.0,41.0,1.0,56.171278,10.21365,2016-10-28 23:43:15.093634
5368415,27829988,Entire home/apt,,24,2,,2,1.0,36.0,1.0,56.170453,10.216359,2016-10-29 01:29:21.798802
8718016,45758364,Entire home/apt,,24,15,4.5,3,3.0,79.0,1.0,56.172892,10.215446,2016-10-29 00:28:18.363779
13677538,79609603,Entire home/apt,,24,0,,3,2.0,94.0,3.0,56.17224,10.215296,2016-10-29 01:12:16.041379
2597369,13301358,Entire home/apt,,24,0,,4,2.0,67.0,1.0,56.162318,10.204192,2016-10-28 23:58:05.731776
9328402,7040007,Entire home/apt,,24,12,5.0,4,2.0,106.0,2.0,56.145441,10.204119,2016-10-29 01:19:31.400969
5843775,30338895,Entire home/apt,,24,2,,2,1.0,65.0,1.0,56.160502,10.204215,2016-10-29 01:29:33.041762
14888975,91230505,Entire home/apt,,24,0,,3,1.0,53.0,1.0,56.172711,10.217098,2016-10-29 01:39:44.641393
14904337,33668991,Entire home/apt,,24,1,,6,3.0,106.0,,56.155517,10.204196,2016-10-29 01:31:50.365339
12690517,16202001,Entire home/apt,,24,1,,4,1.0,60.0,5.0,56.169433,10.215579,2016-10-29 00:05:11.892346
5710368,7401636,Entire home/apt,,24,1,,3,1.0,113.0,1.0,56.163529,10.216265,2016-10-29 00:45:18.716225
9113064,35205177,Entire home/apt,,24,1,,6,1.0,96.0,1.0,56.168162,10.215243,2016-10-29 00:35:29.295336
4254027,21968888,Entire home/apt,,24,0,,2,1.0,121.0,1.0,56.168584,10.217857,2016-10-28 23:24:51.318205
6618786,34641352,Entire home/apt,,24,6,4.5,6,2.0,99.0,1.0,56.152688,10.211581,2016-10-29 01:10:05.940468
6868435,29526450,Entire home/apt,,24,0,,3,1.0,61.0,1.0,56.165306,10.21172,2016-10-29 01:26:27.670162
1229970,6709280,Entire home/apt,,24,0,,4,2.0,235.0,4.0,56.165379,10.21633,2016-10-29 00:21:50.080944
7023975,36818377,Entire home/apt,,24,1,,4,3.0,87.0,2.0,56.16584,10.217911,2016-10-29 01:16:48.349117
3445806,17360411,Entire home/apt,,24,14,5.0,4,1.0,61.0,1.0,56.16535,10.216419,2016-10-29 01:12:37.664049
11255094,32129494,Entire home/apt,,24,0,,2,1.0,53.0,2.0,56.164432,10.214418,2016-10-29 00:57:30.767095
10197251,52380779,Entire home/apt,,24,2,,6,3.0,155.0,7.0,56.163568,10.213466,2016-10-29 01:12:09.722711
3798894,12507290,Entire home/apt,,24,15,4.5,2,1.0,75.0,2.0,56.163543,10.213557,2016-10-29 01:06:39.810558
6057433,31439111,Entire home/apt,,24,1,,4,1.0,68.0,1.0,56.164746,10.215957,2016-10-29 00:47:02.959373
1229956,6709280,Entire home/apt,,24,0,,2,1.0,116.0,4.0,56.157889,10.211647,2016-10-29 01:28:40.686842
4862495,25011902,Entire home/apt,,24,3,4.5,5,3.0,256.0,2.0,56.157004,10.212418,2016-10-28 23:41:22.761517
1433456,6875764,Entire home/apt,,24,3,5.0,2,0.0,106.0,7.0,56.163668,10.21507,2016-10-29 00:14:13.869212
5130173,23080947,Entire home/apt,,24,5,4.5,3,1.0,61.0,5.0,56.159677,10.21215,2016-10-29 00:27:16.737389
3318627,16754982,Entire home/apt,,24,11,4.5,2,3.0,60.0,2.0,56.161099,10.212813,2016-10-29 01:00:24.315320
14971457,15258214,Entire home/apt,,24,1,,3,1.0,49.0,1.0,56.162806,10.21437,2016-10-29 00:55:55.738185
10013159,39500645,Entire home/apt,,24,1,,3,,60.0,1.0,56.162763,10.214345,2016-10-29 01:28:04.263642
12642777,15080175,Entire home/apt,,24,2,,6,3.0,149.0,1.0,56.161839,10.213517,2016-10-29 01:17:40.865615
4268914,22161219,Entire home/apt,,24,3,4.5,5,2.0,113.0,1.0,56.163046,10.214902,2016-10-29 00:08:41.229545
6686834,5832146,Entire home/apt,,24,7,4.5,2,1.0,81.0,2.0,56.16038,10.213275,2016-10-29 01:15:13.107815
3208150,16254371,Entire home/apt,,24,13,5.0,4,2.0,103.0,3.0,56.161682,10.214055,2016-10-28 23:48:09.943619
13517684,34904643,Entire home/apt,,24,2,,6,3.0,82.0,2.0,56.162477,10.21485,2016-10-28 23:22:35.370568
2278139,11633156,Entire home/apt,,24,16,4.5,6,1.0,143.0,2.0,56.161279,10.213805,2016-10-28 23:51:44.315921
15216928,96677219,Entire home/apt,,24,1,,2,1.0,67.0,1.0,56.161799,10.214758,2016-10-29 00:48:55.809598
5327907,27606695,Entire home/apt,,24,31,5.0,2,1.0,72.0,1.0,56.16068,10.214279,2016-10-29 01:23:47.141440
7446676,23895924,Entire home/apt,,24,5,5.0,2,2.0,69.0,3.0,56.160623,10.214444,2016-10-29 00:56:39.346913
8895913,7672690,Entire home/apt,,24,8,5.0,2,1.0,87.0,2.0,56.16127,10.214815,2016-10-29 00:22:52.924012
10360663,53324885,Entire home/apt,,24,1,,3,1.0,91.0,1.0,56.162106,10.215691,2016-10-29 00:24:35.809304
12930125,70977222,Entire home/apt,,24,0,,4,2.0,91.0,3.0,56.161606,10.215514,2016-10-29 00:06:01.526092
6674109,34930920,Entire home/apt,,24,23,4.5,3,1.0,61.0,2.0,56.163029,10.216433,2016-10-28 23:29:32.070862
13966096,40797132,Entire home/apt,,24,1,,2,1.0,94.0,1.0,56.163734,10.215459,2016-10-29 00:33:54.206743
1229949,6709280,Entire home/apt,,24,0,,7,,251.0,4.0,56.166073,10.217525,2016-10-29 00:53:24.901017
1229947,6709280,Entire home/apt,,24,0,,2,1.0,123.0,4.0,56.166186,10.217219,2016-10-28 23:47:55.663176
13580369,9726084,Entire home/apt,,24,3,5.0,6,4.0,85.0,3.0,56.161954,10.213169,2016-10-28 23:33:57.661397
1229953,6709280,Entire home/apt,,24,0,,2,1.0,123.0,4.0,56.166369,10.216976,2016-10-29 00:38:54.637227
5782545,29998985,Entire home/apt,,24,19,5.0,2,1.0,91.0,1.0,56.162912,10.213586,2016-10-29 01:34:14.081490
5917147,30727784,Entire home/apt,,24,2,,4,2.0,113.0,1.0,56.161484,10.21519,2016-10-29 00:40:09.212385
3831520,12506755,Entire home/apt,,24,21,5.0,2,1.0,113.0,4.0,56.166235,10.229053,2016-10-28 23:41:49.526673
13195423,54444233,Entire home/apt,,24,4,3.5,4,2.0,61.0,1.0,56.148105,10.192004,2016-10-28 23:39:34.606568
13151391,17590692,Entire home/apt,,24,0,,3,1.0,143.0,3.0,56.15647,10.206876,2016-10-29 01:26:13.995856
12120614,3490764,Entire home/apt,,24,14,5.0,5,2.0,157.0,1.0,56.158943,10.209527,2016-10-29 00:39:51.266674
8339201,7132320,Entire home/apt,,24,0,,3,1.0,53.0,3.0,56.147905,10.206787,2016-10-29 00:47:15.848387
11617583,61516345,Entire home/apt,,24,20,4.5,3,1.0,91.0,1.0,56.162285,10.214328,2016-10-29 00:32:31.206498
6985393,31229260,Entire home/apt,,24,0,,3,1.0,106.0,1.0,56.148296,10.202907,2016-10-29 00:09:38.508633
14313950,87508717,Entire home/apt,,2,3,5.0,2,1.0,53.0,1.0,56.145309,10.184527,2016-10-28 23:22:20.262894
14979589,52207118,Entire home/apt,,24,0,,3,0.0,110.0,1.0,56.153626,10.207397,2016-10-28 23:28:37.627371
13446950,74104749,Entire home/apt,,24,0,,2,1.0,68.0,7.0,56.145652,10.201359,2016-10-29 00:29:03.276649
11643842,61743477,Entire home/apt,,24,5,5.0,2,1.0,68.0,2.0,56.147397,10.190833,2016-10-29 00:29:08.903793
13077155,72516605,Entire home/apt,,24,3,5.0,4,1.0,75.0,1.0,56.157352,10.203504,2016-10-29 01:37:11.806977
7046257,13809849,Entire home/apt,,24,0,,2,1.0,75.0,1.0,56.145886,10.199631,2016-10-29 01:16:58.565802
10896872,53712988,Entire home/apt,,24,0,,2,1.0,83.0,5.0,56.154333,10.202546,2016-10-29 01:29:06.799068
13635788,9399642,Entire home/apt,,24,1,,5,3.0,102.0,2.0,56.141165,10.194387,2016-10-28 23:26:02.746489
13267898,74739981,Entire home/apt,,24,0,,2,1.0,76.0,14.0,56.154106,10.202704,2016-10-29 00:06:39.620813
13437851,76680372,Entire home/apt,,24,0,,4,0.0,53.0,1.0,56.158549,10.202129,2016-10-28 23:18:27.045087
13762694,33835455,Entire home/apt,,24,0,,2,1.0,68.0,2.0,56.145722,10.201816,2016-10-29 00:03:33.377158
5450469,28270884,Entire home/apt,,24,13,5.0,2,1.0,135.0,2.0,56.165482,10.230842,2016-10-28 23:21:49.496207
10847027,20971465,Entire home/apt,,24,11,5.0,2,1.0,61.0,1.0,56.145908,10.199362,2016-10-28 23:28:20.811850
13864562,30151611,Entire home/apt,,24,0,,2,1.0,91.0,2.0,56.146706,10.199729,2016-10-28 23:52:47.456218
9254002,48079386,Entire home/apt,,24,0,,3,2.0,106.0,1.0,56.144934,10.203998,2016-10-29 00:14:05.023334
3747251,18016910,Entire home/apt,,24,29,5.0,4,1.0,61.0,2.0,56.148039,10.201117,2016-10-28 23:31:38.717469
6680644,30527364,Entire home/apt,,24,0,,2,1.0,77.0,7.0,56.145413,10.201848,2016-10-28 23:46:44.277349
15433835,3017293,Entire home/apt,,24,0,,5,1.0,76.0,2.0,56.14644,10.203988,2016-10-29 01:14:56.890452
14032540,38236405,Entire home/apt,,24,0,,2,1.0,45.0,5.0,56.14357,10.192471,2016-10-29 00:36:38.438551
1165756,6384828,Entire home/apt,,24,4,5.0,3,2.0,150.0,14.0,56.139545,10.207896,2016-10-29 00:06:51.573601
15128326,24571252,Entire home/apt,,24,1,,4,1.0,83.0,2.0,56.147998,10.191445,2016-10-29 00:49:36.118938
13930167,78807024,Entire home/apt,,24,3,4.5,2,1.0,47.0,1.0,56.145012,10.20527,2016-10-28 23:37:03.493703
8066169,33920575,Entire home/apt,,24,23,4.5,2,1.0,64.0,3.0,56.145139,10.196773,2016-10-29 01:20:12.381788
12575137,68189255,Entire home/apt,,24,5,5.0,5,1.0,54.0,2.0,56.149663,10.194727,2016-10-29 00:25:43.264074
14559956,90174019,Entire home/apt,,24,4,4.5,2,1.0,76.0,1.0,56.159863,10.207513,2016-10-28 23:26:34.186657
14884236,21432497,Entire home/apt,,24,3,5.0,4,1.0,75.0,2.0,56.147979,10.206689,2016-10-28 23:27:49.423336
9027475,7132320,Entire home/apt,,24,1,,4,1.0,53.0,3.0,56.14839,10.206713,2016-10-29 00:50:36.106055
9751727,29460934,Entire home/apt,,24,6,4.5,4,2.0,72.0,1.0,56.143594,10.19314,2016-10-28 23:31:07.017008
15258588,5063894,Entire home/apt,,24,0,,5,3.0,121.0,1.0,56.144434,10.203401,2016-10-29 00:46:14.732587
9709440,50129784,Entire home/apt,,24,1,,4,2.0,45.0,1.0,56.144107,10.19204,2016-10-29 00:26:37.245056
10747286,1616970,Entire home/apt,,24,2,,3,1.0,113.0,3.0,56.154854,10.198033,2016-10-29 00:57:37.875317
6935142,36358822,Entire home/apt,,24,1,,4,2.0,113.0,2.0,56.159869,10.212271,2016-10-28 23:51:41.992379
12169770,65338262,Entire home/apt,,24,17,5.0,5,3.0,150.0,,56.15786,10.201711,2016-10-29 00:29:45.572713
15402759,98577408,Entire home/apt,,24,0,,2,1.0,61.0,2.0,56.154693,10.198309,2016-10-29 01:09:53.624323
13885144,36878133,Entire home/apt,,24,2,,3,1.0,53.0,1.0,56.148379,10.192737,2016-10-29 01:35:30.264750
8027707,42387362,Entire home/apt,,24,0,,2,1.0,43.0,6.0,56.15499,10.200931,2016-10-29 00:40:39.755318
10404108,17136962,Entire home/apt,,24,1,,4,1.0,61.0,2.0,56.144079,10.204446,2016-10-29 00:19:09.595835
5384740,2254663,Entire home/apt,,24,20,5.0,2,1.0,66.0,3.0,56.151531,10.198429,2016-10-29 00:24:28.848384
14072243,45047188,Entire home/apt,,24,4,4.5,3,1.0,79.0,2.0,56.158956,10.203573,2016-10-28 23:43:07.433976
13389071,76124295,Entire home/apt,,24,3,5.0,4,2.0,113.0,2.0,56.157406,10.202356,2016-10-29 00:04:32.534856
9269472,48146457,Entire home/apt,,24,0,,2,1.0,53.0,3.0,56.152698,10.204176,2016-10-28 23:58:59.715694
8471285,44611634,Entire home/apt,,24,2,,2,0.0,45.0,3.0,56.142126,10.19938,2016-10-29 01:15:01.098134
15076127,3128807,Entire home/apt,,24,7,5.0,5,1.0,98.0,1.0,56.157016,10.201437,2016-10-28 23:56:13.903115
13050025,14962293,Entire home/apt,,24,11,4.5,2,1.0,61.0,1.0,56.149636,10.199423,2016-10-29 00:17:16.206155
9705381,50010000,Entire home/apt,,24,2,,5,1.0,104.0,2.0,56.144681,10.204975,2016-10-29 00:38:01.655550
2486184,10244221,Entire home/apt,,24,14,4.5,4,2.0,105.0,3.0,56.142905,10.196861,2016-10-29 00:08:39.292821
13247361,12028222,Entire home/apt,,24,2,,3,1.0,46.0,2.0,56.141951,10.197624,2016-10-29 00:48:52.593158
12824649,69970045,Entire home/apt,,24,10,4.5,2,1.0,79.0,1.0,56.148322,10.201775,2016-10-28 23:36:50.115351
13669265,30926611,Entire home/apt,,24,7,5.0,3,1.0,53.0,1.0,56.145939,10.200381,2016-10-29 01:10:14.229607
9020967,2757155,Entire home/apt,,24,18,5.0,6,3.0,136.0,3.0,56.145817,10.208033,2016-10-29 01:20:24.563243
13717975,80169649,Entire home/apt,,24,0,,2,1.0,62.0,2.0,56.14348,10.19438,2016-10-29 01:24:46.820318
5990025,2254663,Entire home/apt,,24,3,4.5,2,1.0,100.0,3.0,56.151848,10.200677,2016-10-29 00:05:51.521459
12986464,71519039,Entire home/apt,,24,5,5.0,4,2.0,71.0,2.0,56.148759,10.206829,2016-10-29 00:33:16.126802
7376954,28907781,Entire home/apt,,24,6,4.5,4,2.0,61.0,4.0,56.145455,10.201468,2016-10-29 00:27:37.781634
14662988,8675231,Entire home/apt,,24,0,,2,1.0,135.0,2.0,56.15903,10.213344,2016-10-28 23:40:35.992564
14237343,13639027,Entire home/apt,,24,0,,3,1.0,31.0,1.0,56.148992,10.202374,2016-10-29 00:39:38.624241
15433724,63588604,Entire home/apt,,24,2,,2,1.0,91.0,1.0,56.154577,10.21167,2016-10-29 00:43:35.402452
13034643,9972586,Entire home/apt,,24,4,5.0,4,2.0,62.0,1.0,56.144888,10.193899,2016-10-29 00:23:43.404726
5019524,5771557,Entire home/apt,,24,17,4.5,2,1.0,61.0,,56.149624,10.205973,2016-10-28 23:55:18.463336
13511118,19670287,Entire home/apt,,24,1,,5,3.0,129.0,1.0,56.147431,10.208398,2016-10-29 00:56:22.891037
6876857,14848996,Entire home/apt,,24,6,4.5,4,1.0,58.0,3.0,56.147776,10.193506,2016-10-29 00:50:05.068722
3145126,15966952,Entire home/apt,,24,6,5.0,4,2.0,149.0,3.0,56.145949,10.197819,2016-10-28 23:43:20.866695
11393832,54098227,Entire home/apt,,24,10,5.0,3,1.0,68.0,1.0,56.143549,10.191581,2016-10-29 01:17:53.762545
15372539,34751804,Entire home/apt,,24,0,,2,0.0,68.0,1.0,56.157079,10.205309,2016-10-29 00:39:02.035497
14164104,85681635,Entire home/apt,,24,1,,3,1.0,50.0,3.0,56.147631,10.200321,2016-10-28 23:18:15.886240
11038857,21949285,Entire home/apt,,24,3,4.5,2,1.0,98.0,5.0,56.155747,10.206963,2016-10-28 23:35:43.770702
7834299,41259141,Entire home/apt,,24,3,5.0,2,1.0,68.0,1.0,56.157354,10.201669,2016-10-28 23:58:52.542593
1694877,8951753,Entire home/apt,,24,0,,4,2.0,59.0,2.0,56.143802,10.204059,2016-10-29 00:50:41.260297
13413551,33165735,Entire home/apt,,24,0,,5,2.0,148.0,4.0,56.146254,10.196929,2016-10-28 23:49:04.928023
15198051,57274876,Entire home/apt,,24,2,,2,1.0,68.0,2.0,56.145205,10.202659,2016-10-29 00:46:46.212477
5598699,13175422,Entire home/apt,,24,24,4.5,2,1.0,53.0,2.0,56.153844,10.208687,2016-10-29 01:07:29.839066
13419066,76478807,Entire home/apt,,24,1,,6,2.0,49.0,2.0,56.146989,10.208652,2016-10-28 23:26:54.949914
8507788,44801395,Entire home/apt,,24,12,5.0,2,1.0,68.0,1.0,56.155385,10.205074,2016-10-29 01:21:46.292581
8298601,43755699,Entire home/apt,,24,9,5.0,2,1.0,151.0,1.0,56.151465,10.207094,2016-10-29 01:28:26.442620
15703060,45467701,Entire home/apt,,24,0,,2,1.0,76.0,2.0,56.147241,10.199799,2016-10-29 01:12:24.618571
4355055,21038142,Entire home/apt,,24,23,4.5,4,2.0,98.0,2.0,56.143792,10.205054,2016-10-28 23:46:40.806061
13402586,40840924,Entire home/apt,,24,1,,2,1.0,87.0,1.0,56.146367,10.206711,2016-10-29 00:32:04.588142
14180217,85896513,Entire home/apt,,24,5,4.5,2,1.0,76.0,2.0,56.149648,10.196324,2016-10-29 00:58:38.643223
15028504,94895380,Entire home/apt,,24,2,,4,1.0,47.0,2.0,56.144384,10.202087,2016-10-29 00:57:12.706606
6392903,33333907,Entire home/apt,,24,4,5.0,2,1.0,75.0,3.0,56.146003,10.20272,2016-10-29 01:36:09.356999
13620741,62088939,Entire home/apt,,24,0,,4,1.0,83.0,2.0,56.147052,10.198754,2016-10-28 23:25:03.475710
7486874,27571416,Entire home/apt,,24,10,5.0,2,1.0,25.0,1.0,56.148898,10.208466,2016-10-29 00:14:34.512923
777692,4101132,Entire home/apt,,24,24,5.0,6,2.0,106.0,3.0,56.159901,10.214438,2016-10-29 01:12:12.978962
3076873,7025303,Entire home/apt,,24,35,5.0,4,2.0,72.0,3.0,56.153321,10.208006,2016-10-29 00:09:42.140090
13522359,77685076,Entire home/apt,,24,0,,4,1.0,773.0,1.0,56.146937,10.198309,2016-10-29 00:41:45.423368
15497447,68611477,Entire home/apt,,24,3,4.5,8,2.0,135.0,1.0,56.145753,10.205356,2016-10-29 01:13:37.784653
7580377,39645649,Entire home/apt,,24,9,4.5,2,1.0,66.0,1.0,56.149855,10.199966,2016-10-29 00:46:33.498485
12199995,16162128,Entire home/apt,,24,3,5.0,3,2.0,75.0,1.0,56.148965,10.194289,2016-10-29 00:37:12.680137
9228677,47978589,Entire home/apt,,24,3,4.5,2,1.0,53.0,2.0,56.148816,10.209845,2016-10-29 01:06:53.303558
14509006,74758622,Entire home/apt,,24,4,4.5,4,1.0,72.0,1.0,56.151495,10.209284,2016-10-28 23:37:57.408093
7304599,37863791,Entire home/apt,,24,0,,5,2.0,136.0,1.0,56.155586,10.204245,2016-10-29 01:13:52.691340
14834267,40010511,Entire home/apt,,24,3,4.5,4,1.0,72.0,1.0,56.156913,10.204621,2016-10-29 00:01:57.125346
931757,3732437,Entire home/apt,,24,28,5.0,4,1.0,143.0,2.0,56.157217,10.208477,2016-10-29 00:39:45.400440
1188254,6435422,Entire home/apt,,24,2,,2,1.0,112.0,3.0,56.157492,10.206821,2016-10-29 00:30:27.902650
13257989,9597968,Entire home/apt,,24,1,,3,1.0,82.0,,56.158943,10.199209,2016-10-29 00:28:12.663017
15339662,97796898,Entire home/apt,,24,3,5.0,2,1.0,47.0,1.0,56.159302,10.198828,2016-10-29 00:50:45.348523
5587093,22209597,Entire home/apt,,24,3,5.0,4,1.0,75.0,3.0,56.15863,10.200283,2016-10-29 01:39:09.012382
